Year,Month,State,Health Plan Type,Avg Out-of-Pocket,Share above $25,Share above $50,Share above $100,Share above $200
2017,December,WI,All,49,0.46,0.26,0.11,0.04
2017,Annual,WI,All,522,0.59,0.37,0.20,0.10
2017,January,WV,non-cdhp,98,0.79,0.48,0.23,0.11
2017,February,WV,non-cdhp,73,0.73,0.43,0.18,0.06
2017,March,WV,non-cdhp,84,0.73,0.46,0.20,0.08
2017,April,WV,non-cdhp,67,0.72,0.37,0.12,0.06
2017,May,WV,non-cdhp,60,0.65,0.32,0.11,0.04
2017,June,WV,non-cdhp,59,0.64,0.34,0.11,0.05
2017,July,WV,non-cdhp,75,0.63,0.31,0.12,0.05
2017,August,WV,non-cdhp,68,0.65,0.36,0.11,0.04
2017,September,WV,non-cdhp,57,0.57,0.27,0.12,0.04
2017,October,WV,non-cdhp,55,0.59,0.27,0.10,0.04
2017,November,WV,non-cdhp,43,0.52,0.26,0.10,0.04
2017,December,WV,non-cdhp,41,0.53,0.26,0.10,0.01
2017,January,WV,All,135,0.74,0.48,0.26,0.15
2017,February,WV,All,102,0.69,0.43,0.22,0.10
2017,March,WV,All,99,0.68,0.45,0.22,0.12
2017,April,WV,All,83,0.68,0.37,0.16,0.08
2017,May,WV,All,77,0.61,0.34,0.16,0.07
2017,June,WV,All,68,0.61,0.35,0.16,0.07
2017,July,WV,All,86,0.59,0.33,0.16,0.08
2017,August,WV,All,77,0.61,0.36,0.14,0.07
2017,September,WV,All,60,0.52,0.28,0.14,0.05
2017,October,WV,All,71,0.55,0.29,0.14,0.06
2017,November,WV,All,54,0.51,0.28,0.13,0.06
2017,December,WV,All,56,0.51,0.29,0.14,0.05
2017,Annual,WV,All,427,0.61,0.35,0.17,0.08
